epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1540.04,0.2901,0.94252,0.87343,0.86749,0.13545,0.15837,0.12056,1.17439,3.92156,1.35558,4.95229e-05,4.95229e-05,4.95229e-05
185,1549.26,0.33735,1.00728,0.90071,0.86749,0.13545,0.15837,0.12056,1.17439,3.92156,1.35558,4.69192e-05,4.69192e-05,4.69192e-05
186,1560.73,0.30279,0.92775,0.85202,0.86749,0.13545,0.15837,0.12056,1.17439,3.92156,1.35558,4.43155e-05,4.43155e-05,4.43155e-05
187,1567.55,0.36923,0.99505,0.92516,0.86749,0.13545,0.15837,0.12056,1.17439,3.92156,1.35558,4.17118e-05,4.17118e-05,4.17118e-05
188,1574.05,0.36715,0.97847,0.91199,0.88169,0.13558,0.16169,0.11821,1.17381,3.89318,1.35616,3.91081e-05,3.91081e-05,3.91081e-05
189,1580.04,0.30932,1.01186,0.93299,0.88169,0.13558,0.16169,0.11821,1.17381,3.89318,1.35616,3.65044e-05,3.65044e-05,3.65044e-05
190,1586.31,0.36987,1.03856,0.91365,0.88169,0.13558,0.16169,0.11821,1.17381,3.89318,1.35616,3.39007e-05,3.39007e-05,3.39007e-05
191,1592.4,0.2977,1.10169,0.86651,0.88169,0.13558,0.16169,0.11821,1.17381,3.89318,1.35616,3.1297e-05,3.1297e-05,3.1297e-05
192,1601.21,0.26079,0.93416,0.82432,0.86628,0.13698,0.17746,0.1388,1.17115,3.84389,1.35848,2.86933e-05,2.86933e-05,2.86933e-05
193,1612.88,0.23652,0.98988,0.84085,0.86628,0.13698,0.17746,0.1388,1.17115,3.84389,1.35848,2.60896e-05,2.60896e-05,2.60896e-05
194,1624.14,0.23651,0.90259,0.78815,0.86628,0.13698,0.17746,0.1388,1.17115,3.84389,1.35848,2.34859e-05,2.34859e-05,2.34859e-05
195,1638.79,0.23288,0.95622,0.82626,0.86628,0.13698,0.17746,0.1388,1.17115,3.84389,1.35848,2.08822e-05,2.08822e-05,2.08822e-05
196,1646.82,0.29988,0.98101,0.83904,0.86758,0.13792,0.17607,0.1407,1.16954,3.78104,1.36158,1.82785e-05,1.82785e-05,1.82785e-05
197,1654.26,0.24311,0.98302,0.80271,0.86758,0.13792,0.17607,0.1407,1.16954,3.78104,1.36158,1.56748e-05,1.56748e-05,1.56748e-05
198,1661.41,0.25556,1.04587,0.84656,0.86758,0.13792,0.17607,0.1407,1.16954,3.78104,1.36158,1.30711e-05,1.30711e-05,1.30711e-05
199,1673.02,0.2544,1.02064,0.89432,0.86758,0.13792,0.17607,0.1407,1.16954,3.78104,1.36158,1.04674e-05,1.04674e-05,1.04674e-05
200,1684.84,0.25822,1.13114,0.83317,0.89775,0.11212,0.20015,0.15885,1.15015,3.73248,1.35913,7.8637e-06,7.8637e-06,7.8637e-06
